ORIGINAL IS,ORIGINAL IV,MASKED filename,MASKED IS,MASKED IV,IMPUTED filename,IMPUTED IS,IMPUTED IV,Mask,Weekday
0.68,0.73,nparactformat_1010337_90001_0_0.cwa.RData.Wednesday.16-22.MASKED.csv,0.59,0.7,nparactformat_1010337_90001_0_0.cwa.RData.Wednesday.16-22.IMPUTED.csv,0.66,0.72,16-22,Wednesday
0.68,0.73,nparactformat_1010337_90001_0_0.cwa.RData.Wednesday.18-20.MASKED.csv,0.65,0.74,nparactformat_1010337_90001_0_0.cwa.RData.Wednesday.18-20.IMPUTED.csv,0.68,0.72,18-20,Wednesday
0.68,0.73,nparactformat_1010337_90001_0_0.cwa.RData.Wednesday.18-22.MASKED.csv,0.61,0.71,nparactformat_1010337_90001_0_0.cwa.RData.Wednesday.18-22.IMPUTED.csv,0.68,0.72,18-22,Wednesday
0.68,0.73,nparactformat_1010337_90001_0_0.cwa.RData.Wednesday.22-10.MASKED.csv,0.63,0.71,nparactformat_1010337_90001_0_0.cwa.RData.Wednesday.22-10.IMPUTED.csv,0.36,0.61,22-10,Wednesday
0.24,1.23,nparactformat_1010427_90001_0_0.cwa.RData.Saturday.10-12.MASKED.csv,0.24,1.23,nparactformat_1010427_90001_0_0.cwa.RData.Saturday.10-12.IMPUTED.csv,0.24,1.24,10-12,Saturday
0.24,1.23,nparactformat_1010427_90001_0_0.cwa.RData.Saturday.10-14.MASKED.csv,0.24,1.23,nparactformat_1010427_90001_0_0.cwa.RData.Saturday.10-14.IMPUTED.csv,0.23,1.24,10-14,Saturday
0.24,1.23,nparactformat_1010427_90001_0_0.cwa.RData.Saturday.10-16.MASKED.csv,0.25,1.23,nparactformat_1010427_90001_0_0.cwa.RData.Saturday.10-16.IMPUTED.csv,0.23,1.24,10-16,Saturday
0.24,1.23,nparactformat_1010427_90001_0_0.cwa.RData.Saturday.10-34.MASKED.csv,0.23,1.25,nparactformat_1010427_90001_0_0.cwa.RData.Saturday.10-34.IMPUTED.csv,0.24,1.35,10-34,Saturday
0.24,1.23,nparactformat_1010427_90001_0_0.cwa.RData.Saturday.12-14.MASKED.csv,0.24,1.23,nparactformat_1010427_90001_0_0.cwa.RData.Saturday.12-14.IMPUTED.csv,0.23,1.24,12-14,Saturday
0.24,1.23,nparactformat_1010427_90001_0_0.cwa.RData.Saturday.14-16.MASKED.csv,0.24,1.23,nparactformat_1010427_90001_0_0.cwa.RData.Saturday.14-16.IMPUTED.csv,0.24,1.24,14-16,Saturday
0.24,1.23,nparactformat_1010427_90001_0_0.cwa.RData.Saturday.14-18.MASKED.csv,0.24,1.22,nparactformat_1010427_90001_0_0.cwa.RData.Saturday.14-18.IMPUTED.csv,0.24,1.23,14-18,Saturday
0.24,1.23,nparactformat_1010427_90001_0_0.cwa.RData.Saturday.16-18.MASKED.csv,0.24,1.23,nparactformat_1010427_90001_0_0.cwa.RData.Saturday.16-18.IMPUTED.csv,0.24,1.22,16-18,Saturday
0.24,1.23,nparactformat_1010427_90001_0_0.cwa.RData.Saturday.16-22.MASKED.csv,0.21,1.24,nparactformat_1010427_90001_0_0.cwa.RData.Saturday.16-22.IMPUTED.csv,0.19,1.16,16-22,Saturday
0.24,1.23,nparactformat_1010427_90001_0_0.cwa.RData.Saturday.18-20.MASKED.csv,0.24,1.24,nparactformat_1010427_90001_0_0.cwa.RData.Saturday.18-20.IMPUTED.csv,0.24,1.24,18-20,Saturday
0.24,1.23,nparactformat_1010427_90001_0_0.cwa.RData.Saturday.18-22.MASKED.csv,0.21,1.24,nparactformat_1010427_90001_0_0.cwa.RData.Saturday.18-22.IMPUTED.csv,0.21,1.24,18-22,Saturday
0.24,1.23,nparactformat_1010427_90001_0_0.cwa.RData.Saturday.22-10.MASKED.csv,0.26,1.29,nparactformat_1010427_90001_0_0.cwa.RData.Saturday.22-10.IMPUTED.csv,0.3,1.27,22-10,Saturday
0.24,1.23,nparactformat_1010427_90001_0_0.cwa.RData.Wednesday.10-12.MASKED.csv,0.25,1.23,nparactformat_1010427_90001_0_0.cwa.RData.Wednesday.10-12.IMPUTED.csv,0.23,1.23,10-12,Wednesday
0.24,1.23,nparactformat_1010427_90001_0_0.cwa.RData.Wednesday.10-14.MASKED.csv,0.26,1.23,nparactformat_1010427_90001_0_0.cwa.RData.Wednesday.10-14.IMPUTED.csv,0.21,1.21,10-14,Wednesday
0.24,1.23,nparactformat_1010427_90001_0_0.cwa.RData.Wednesday.10-16.MASKED.csv,0.26,1.25,nparactformat_1010427_90001_0_0.cwa.RData.Wednesday.10-16.IMPUTED.csv,0.2,1.19,10-16,Wednesday
0.24,1.23,nparactformat_1010427_90001_0_0.cwa.RData.Wednesday.10-34.MASKED.csv,0.19,1.09,nparactformat_1010427_90001_0_0.cwa.RData.Wednesday.10-34.IMPUTED.csv,0.16,0.92,10-34,Wednesday
0.24,1.23,nparactformat_1010427_90001_0_0.cwa.RData.Wednesday.12-14.MASKED.csv,0.25,1.23,nparactformat_1010427_90001_0_0.cwa.RData.Wednesday.12-14.IMPUTED.csv,0.24,1.23,12-14,Wednesday
0.24,1.23,nparactformat_1010427_90001_0_0.cwa.RData.Wednesday.14-16.MASKED.csv,0.25,1.26,nparactformat_1010427_90001_0_0.cwa.RData.Wednesday.14-16.IMPUTED.csv,0.25,1.26,14-16,Wednesday
0.24,1.23,nparactformat_1010427_90001_0_0.cwa.RData.Wednesday.14-18.MASKED.csv,0.26,1.22,nparactformat_1010427_90001_0_0.cwa.RData.Wednesday.14-18.IMPUTED.csv,0.26,1.22,14-18,Wednesday
0.24,1.23,nparactformat_1010427_90001_0_0.cwa.RData.Wednesday.16-18.MASKED.csv,0.26,1.24,nparactformat_1010427_90001_0_0.cwa.RData.Wednesday.16-18.IMPUTED.csv,0.26,1.24,16-18,Wednesday
0.24,1.23,nparactformat_1010427_90001_0_0.cwa.RData.Wednesday.16-22.MASKED.csv,0.22,1.26,nparactformat_1010427_90001_0_0.cwa.RData.Wednesday.16-22.IMPUTED.csv,0.21,1.23,16-22,Wednesday
0.24,1.23,nparactformat_1010427_90001_0_0.cwa.RData.Wednesday.18-20.MASKED.csv,0.24,1.23,nparactformat_1010427_90001_0_0.cwa.RData.Wednesday.18-20.IMPUTED.csv,0.24,1.21,18-20,Wednesday
0.24,1.23,nparactformat_1010427_90001_0_0.cwa.RData.Wednesday.18-22.MASKED.csv,0.21,1.24,nparactformat_1010427_90001_0_0.cwa.RData.Wednesday.18-22.IMPUTED.csv,0.22,1.23,18-22,Wednesday
0.24,1.23,nparactformat_1010427_90001_0_0.cwa.RData.Wednesday.22-10.MASKED.csv,0.21,1.12,nparactformat_1010427_90001_0_0.cwa.RData.Wednesday.22-10.IMPUTED.csv,0.2,0.92,22-10,Wednesday
0.23,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Saturday.10-12.MASKED.csv,0.22,0.7,nparactformat_1010584_90001_0_0.cwa.RData.Saturday.10-12.IMPUTED.csv,0.23,0.68,10-12,Saturday
0.23,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Saturday.10-14.MASKED.csv,0.2,0.7,nparactformat_1010584_90001_0_0.cwa.RData.Saturday.10-14.IMPUTED.csv,0.22,0.68,10-14,Saturday
0.23,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Saturday.10-16.MASKED.csv,0.19,0.7,nparactformat_1010584_90001_0_0.cwa.RData.Saturday.10-16.IMPUTED.csv,0.22,0.68,10-16,Saturday
0.23,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Saturday.10-34.MASKED.csv,0.12,0.71,nparactformat_1010584_90001_0_0.cwa.RData.Saturday.10-34.IMPUTED.csv,0.13,0.72,10-34,Saturday
0.23,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Saturday.12-14.MASKED.csv,0.22,0.7,nparactformat_1010584_90001_0_0.cwa.RData.Saturday.12-14.IMPUTED.csv,0.23,0.68,12-14,Saturday
0.23,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Saturday.14-16.MASKED.csv,0.22,0.69,nparactformat_1010584_90001_0_0.cwa.RData.Saturday.14-16.IMPUTED.csv,0.23,0.68,14-16,Saturday
0.23,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Saturday.14-18.MASKED.csv,0.22,0.66,nparactformat_1010584_90001_0_0.cwa.RData.Saturday.14-18.IMPUTED.csv,0.23,0.65,14-18,Saturday
0.23,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Saturday.16-18.MASKED.csv,0.23,0.66,nparactformat_1010584_90001_0_0.cwa.RData.Saturday.16-18.IMPUTED.csv,0.23,0.66,16-18,Saturday
0.23,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Saturday.16-22.MASKED.csv,0.21,0.66,nparactformat_1010584_90001_0_0.cwa.RData.Saturday.16-22.IMPUTED.csv,0.22,0.66,16-22,Saturday
0.23,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Saturday.18-20.MASKED.csv,0.24,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Saturday.18-20.IMPUTED.csv,0.23,0.67,18-20,Saturday
0.23,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Saturday.18-22.MASKED.csv,0.21,0.67,nparactformat_1010584_90001_0_0.cwa.RData.Saturday.18-22.IMPUTED.csv,0.23,0.67,18-22,Saturday
0.23,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Saturday.22-10.MASKED.csv,0.2,0.74,nparactformat_1010584_90001_0_0.cwa.RData.Saturday.22-10.IMPUTED.csv,0.12,0.68,22-10,Saturday
0.23,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Wednesday.10-12.MASKED.csv,0.23,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Wednesday.10-12.IMPUTED.ZERODIVBLANK.csv,,,10-12,Wednesday
0.23,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Wednesday.10-14.MASKED.csv,0.23,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Wednesday.10-14.IMPUTED.ZERODIVBLANK.csv,,,10-14,Wednesday
0.23,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Wednesday.10-16.MASKED.csv,0.23,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Wednesday.10-16.IMPUTED.ZERODIVBLANK.csv,,,10-16,Wednesday
0.23,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Wednesday.10-34.MASKED.csv,0.23,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Wednesday.10-34.IMPUTED.ZERODIVBLANK.csv,,,10-34,Wednesday
0.23,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Wednesday.12-14.MASKED.csv,0.23,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Wednesday.12-14.IMPUTED.ZERODIVBLANK.csv,,,12-14,Wednesday
0.23,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Wednesday.14-16.MASKED.csv,0.23,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Wednesday.14-16.IMPUTED.ZERODIVBLANK.csv,,,14-16,Wednesday
0.23,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Wednesday.14-18.MASKED.csv,0.23,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Wednesday.14-18.IMPUTED.ZERODIVBLANK.csv,,,14-18,Wednesday
0.23,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Wednesday.16-18.MASKED.csv,0.23,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Wednesday.16-18.IMPUTED.ZERODIVBLANK.csv,,,16-18,Wednesday
0.23,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Wednesday.16-22.MASKED.csv,0.23,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Wednesday.16-22.IMPUTED.ZERODIVBLANK.csv,,,16-22,Wednesday
0.23,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Wednesday.18-20.MASKED.csv,0.23,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Wednesday.18-20.IMPUTED.ZERODIVBLANK.csv,,,18-20,Wednesday
0.23,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Wednesday.18-22.MASKED.csv,0.23,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Wednesday.18-22.IMPUTED.ZERODIVBLANK.csv,,,18-22,Wednesday
0.23,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Wednesday.22-10.MASKED.csv,0.23,0.68,nparactformat_1010584_90001_0_0.cwa.RData.Wednesday.22-10.IMPUTED.ZERODIVBLANK.csv,,,22-10,Wednesday
0.18,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Saturday.10-12.MASKED.csv,0.18,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Saturday.10-12.IMPUTED.csv,0.17,1.12,10-12,Saturday
0.18,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Saturday.10-14.MASKED.csv,0.19,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Saturday.10-14.IMPUTED.csv,0.17,1.1,10-14,Saturday
0.18,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Saturday.10-16.MASKED.csv,0.19,1.13,nparactformat_1010595_90001_0_0.cwa.RData.Saturday.10-16.IMPUTED.csv,0.17,1.1,10-16,Saturday
0.18,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Saturday.10-34.MASKED.csv,0.18,1.06,nparactformat_1010595_90001_0_0.cwa.RData.Saturday.10-34.IMPUTED.csv,0.15,0.91,10-34,Saturday
0.18,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Saturday.12-14.MASKED.csv,0.18,1.13,nparactformat_1010595_90001_0_0.cwa.RData.Saturday.12-14.IMPUTED.csv,0.18,1.13,12-14,Saturday
0.18,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Saturday.14-16.MASKED.csv,0.18,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Saturday.14-16.IMPUTED.csv,0.18,1.14,14-16,Saturday
0.18,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Saturday.14-18.MASKED.csv,0.18,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Saturday.14-18.IMPUTED.csv,0.2,1.13,14-18,Saturday
0.18,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Saturday.16-18.MASKED.csv,0.18,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Saturday.16-18.IMPUTED.csv,0.18,1.14,16-18,Saturday
0.18,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Saturday.16-22.MASKED.csv,0.16,1.15,nparactformat_1010595_90001_0_0.cwa.RData.Saturday.16-22.IMPUTED.csv,0.16,1.15,16-22,Saturday
0.18,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Saturday.18-20.MASKED.csv,0.18,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Saturday.18-20.IMPUTED.csv,0.19,1.13,18-20,Saturday
0.18,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Saturday.18-22.MASKED.csv,0.16,1.15,nparactformat_1010595_90001_0_0.cwa.RData.Saturday.18-22.IMPUTED.csv,0.18,1.14,18-22,Saturday
0.18,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Saturday.22-10.MASKED.csv,0.19,1.07,nparactformat_1010595_90001_0_0.cwa.RData.Saturday.22-10.IMPUTED.csv,0.15,1.0,22-10,Saturday
0.18,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Wednesday.10-12.MASKED.csv,0.18,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Wednesday.10-12.IMPUTED.csv,0.18,1.14,10-12,Wednesday
0.18,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Wednesday.10-14.MASKED.csv,0.18,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Wednesday.10-14.IMPUTED.csv,0.18,1.14,10-14,Wednesday
0.18,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Wednesday.10-16.MASKED.csv,0.18,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Wednesday.10-16.IMPUTED.csv,0.18,1.14,10-16,Wednesday
0.18,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Wednesday.10-34.MASKED.csv,0.13,1.31,nparactformat_1010595_90001_0_0.cwa.RData.Wednesday.10-34.IMPUTED.csv,0.13,1.32,10-34,Wednesday
0.18,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Wednesday.12-14.MASKED.csv,0.18,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Wednesday.12-14.IMPUTED.csv,0.18,1.14,12-14,Wednesday
0.18,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Wednesday.14-16.MASKED.csv,0.18,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Wednesday.14-16.IMPUTED.csv,0.18,1.14,14-16,Wednesday
0.18,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Wednesday.14-18.MASKED.csv,0.17,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Wednesday.14-18.IMPUTED.csv,0.18,1.14,14-18,Wednesday
0.18,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Wednesday.16-18.MASKED.csv,0.17,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Wednesday.16-18.IMPUTED.csv,0.17,1.14,16-18,Wednesday
0.18,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Wednesday.16-22.MASKED.csv,0.15,1.15,nparactformat_1010595_90001_0_0.cwa.RData.Wednesday.16-22.IMPUTED.csv,0.15,1.14,16-22,Wednesday
0.18,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Wednesday.18-20.MASKED.csv,0.18,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Wednesday.18-20.IMPUTED.csv,0.18,1.14,18-20,Wednesday
0.18,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Wednesday.18-22.MASKED.csv,0.16,1.15,nparactformat_1010595_90001_0_0.cwa.RData.Wednesday.18-22.IMPUTED.csv,0.16,1.15,18-22,Wednesday
0.18,1.14,nparactformat_1010595_90001_0_0.cwa.RData.Wednesday.22-10.MASKED.csv,0.16,1.31,nparactformat_1010595_90001_0_0.cwa.RData.Wednesday.22-10.IMPUTED.csv,0.13,1.2,22-10,Wednesday
0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Saturday.10-12.MASKED.csv,0.11,0.71,nparactformat_1010656_90001_0_0.cwa.RData.Saturday.10-12.IMPUTED.csv,0.11,0.72,10-12,Saturday
0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Saturday.10-14.MASKED.csv,0.1,0.71,nparactformat_1010656_90001_0_0.cwa.RData.Saturday.10-14.IMPUTED.csv,0.1,0.71,10-14,Saturday
0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Saturday.10-16.MASKED.csv,0.09,0.72,nparactformat_1010656_90001_0_0.cwa.RData.Saturday.10-16.IMPUTED.csv,0.09,0.72,10-16,Saturday
0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Saturday.10-34.MASKED.csv,0.13,0.67,nparactformat_1010656_90001_0_0.cwa.RData.Saturday.10-34.IMPUTED.csv,0.13,0.66,10-34,Saturday
0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Saturday.12-14.MASKED.csv,0.1,0.72,nparactformat_1010656_90001_0_0.cwa.RData.Saturday.12-14.IMPUTED.csv,0.11,0.72,12-14,Saturday
0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Saturday.14-16.MASKED.csv,0.09,0.75,nparactformat_1010656_90001_0_0.cwa.RData.Saturday.14-16.IMPUTED.csv,0.1,0.74,14-16,Saturday
0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Saturday.14-18.MASKED.csv,0.1,0.74,nparactformat_1010656_90001_0_0.cwa.RData.Saturday.14-18.IMPUTED.csv,0.1,0.74,14-18,Saturday
0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Saturday.16-18.MASKED.csv,0.11,0.74,nparactformat_1010656_90001_0_0.cwa.RData.Saturday.16-18.IMPUTED.csv,0.11,0.74,16-18,Saturday
0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Saturday.16-22.MASKED.csv,0.12,0.72,nparactformat_1010656_90001_0_0.cwa.RData.Saturday.16-22.IMPUTED.csv,0.11,0.71,16-22,Saturday
0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Saturday.18-20.MASKED.csv,0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Saturday.18-20.IMPUTED.csv,0.1,0.73,18-20,Saturday
0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Saturday.18-22.MASKED.csv,0.11,0.71,nparactformat_1010656_90001_0_0.cwa.RData.Saturday.18-22.IMPUTED.csv,0.09,0.69,18-22,Saturday
0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Saturday.22-10.MASKED.csv,0.13,0.72,nparactformat_1010656_90001_0_0.cwa.RData.Saturday.22-10.IMPUTED.csv,0.12,0.67,22-10,Saturday
0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Wednesday.10-12.MASKED.csv,0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Wednesday.10-12.IMPUTED.ZERODIVBLANK.csv,,,10-12,Wednesday
0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Wednesday.10-14.MASKED.csv,0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Wednesday.10-14.IMPUTED.ZERODIVBLANK.csv,,,10-14,Wednesday
0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Wednesday.10-16.MASKED.csv,0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Wednesday.10-16.IMPUTED.ZERODIVBLANK.csv,,,10-16,Wednesday
0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Wednesday.10-34.MASKED.csv,0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Wednesday.10-34.IMPUTED.ZERODIVBLANK.csv,,,10-34,Wednesday
0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Wednesday.12-14.MASKED.csv,0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Wednesday.12-14.IMPUTED.ZERODIVBLANK.csv,,,12-14,Wednesday
0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Wednesday.14-16.MASKED.csv,0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Wednesday.14-16.IMPUTED.ZERODIVBLANK.csv,,,14-16,Wednesday
0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Wednesday.14-18.MASKED.csv,0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Wednesday.14-18.IMPUTED.ZERODIVBLANK.csv,,,14-18,Wednesday
0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Wednesday.16-18.MASKED.csv,0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Wednesday.16-18.IMPUTED.ZERODIVBLANK.csv,,,16-18,Wednesday
0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Wednesday.16-22.MASKED.csv,0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Wednesday.16-22.IMPUTED.ZERODIVBLANK.csv,,,16-22,Wednesday
0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Wednesday.18-20.MASKED.csv,0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Wednesday.18-20.IMPUTED.ZERODIVBLANK.csv,,,18-20,Wednesday
0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Wednesday.18-22.MASKED.csv,0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Wednesday.18-22.IMPUTED.ZERODIVBLANK.csv,,,18-22,Wednesday
0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Wednesday.22-10.MASKED.csv,0.1,0.73,nparactformat_1010656_90001_0_0.cwa.RData.Wednesday.22-10.IMPUTED.ZERODIVBLANK.csv,,,22-10,Wednesday
0.51,1.19,nparactformat_1010661_90001_0_0.cwa.RData.Saturday.10-12.MASKED.csv,0.5,1.18,nparactformat_1010661_90001_0_0.cwa.RData.Saturday.10-12.IMPUTED.csv,0.51,1.19,10-12,Saturday
0.51,1.19,nparactformat_1010661_90001_0_0.cwa.RData.Saturday.10-14.MASKED.csv,0.48,1.17,nparactformat_1010661_90001_0_0.cwa.RData.Saturday.10-14.IMPUTED.csv,0.5,1.19,10-14,Saturday
0.51,1.19,nparactformat_1010661_90001_0_0.cwa.RData.Saturday.10-16.MASKED.csv,0.48,1.16,nparactformat_1010661_90001_0_0.cwa.RData.Saturday.10-16.IMPUTED.csv,0.5,1.19,10-16,Saturday
0.51,1.19,nparactformat_1010661_90001_0_0.cwa.RData.Saturday.10-34.MASKED.csv,0.41,1.05,nparactformat_1010661_90001_0_0.cwa.RData.Saturday.10-34.IMPUTED.csv,0.44,1.14,10-34,Saturday
0.51,1.19,nparactformat_1010661_90001_0_0.cwa.RData.Saturday.12-14.MASKED.csv,0.49,1.18,nparactformat_1010661_90001_0_0.cwa.RData.Saturday.12-14.IMPUTED.csv,0.51,1.19,12-14,Saturday
0.51,1.19,nparactformat_1010661_90001_0_0.cwa.RData.Saturday.14-16.MASKED.csv,0.5,1.19,nparactformat_1010661_90001_0_0.cwa.RData.Saturday.14-16.IMPUTED.csv,0.51,1.19,14-16,Saturday
0.51,1.19,nparactformat_1010661_90001_0_0.cwa.RData.Saturday.14-18.MASKED.csv,0.49,1.18,nparactformat_1010661_90001_0_0.cwa.RData.Saturday.14-18.IMPUTED.csv,0.52,1.19,14-18,Saturday
0.51,1.19,nparactformat_1010661_90001_0_0.cwa.RData.Saturday.16-18.MASKED.csv,0.5,1.19,nparactformat_1010661_90001_0_0.cwa.RData.Saturday.16-18.IMPUTED.csv,0.51,1.19,16-18,Saturday
0.51,1.19,nparactformat_1010661_90001_0_0.cwa.RData.Saturday.16-22.MASKED.csv,0.47,1.2,nparactformat_1010661_90001_0_0.cwa.RData.Saturday.16-22.IMPUTED.csv,0.51,1.18,16-22,Saturday
0.51,1.19,nparactformat_1010661_90001_0_0.cwa.RData.Saturday.18-20.MASKED.csv,0.51,1.2,nparactformat_1010661_90001_0_0.cwa.RData.Saturday.18-20.IMPUTED.csv,0.51,1.19,18-20,Saturday
0.51,1.19,nparactformat_1010661_90001_0_0.cwa.RData.Saturday.18-22.MASKED.csv,0.48,1.22,nparactformat_1010661_90001_0_0.cwa.RData.Saturday.18-22.IMPUTED.csv,0.51,1.2,18-22,Saturday
0.51,1.19,nparactformat_1010661_90001_0_0.cwa.RData.Saturday.22-10.MASKED.csv,0.5,1.11,nparactformat_1010661_90001_0_0.cwa.RData.Saturday.22-10.IMPUTED.csv,0.4,1.11,22-10,Saturday
0.51,1.19,nparactformat_1010661_90001_0_0.cwa.RData.Wednesday.10-12.MASKED.csv,0.5,1.2,nparactformat_1010661_90001_0_0.cwa.RData.Wednesday.10-12.IMPUTED.csv,0.5,1.2,10-12,Wednesday
0.51,1.19,nparactformat_1010661_90001_0_0.cwa.RData.Wednesday.10-14.MASKED.csv,0.48,1.2,nparactformat_1010661_90001_0_0.cwa.RData.Wednesday.10-14.IMPUTED.csv,0.48,1.21,10-14,Wednesday
0.51,1.19,nparactformat_1010661_90001_0_0.cwa.RData.Wednesday.10-16.MASKED.csv,0.48,1.2,nparactformat_1010661_90001_0_0.cwa.RData.Wednesday.10-16.IMPUTED.csv,0.48,1.21,10-16,Wednesday
0.51,1.19,nparactformat_1010661_90001_0_0.cwa.RData.Wednesday.10-34.MASKED.csv,0.42,1.08,nparactformat_1010661_90001_0_0.cwa.RData.Wednesday.10-34.IMPUTED.csv,0.42,1.11,10-34,Wednesday
